product_id,name,category,brand,price,rating,description,subcategory,num_reviews,stock,discount_percent,tags
P03500,Realme Tablet Gold 500GB,Electronics,Realme,4500.0,3.7,Experience cutting-edge technology with Realme Tablet Gold 500GB. Features latest innovations from Realme. This mid-range product offers great value for money.,Tablet,562,384,0,Electronics|Realme|Tablet
P03501,LOreal Gold Shampoo 1000ml,Beauty,LOreal,4680.0,3.4,LOreal Gold Shampoo 1000ml - Your secret to radiant skin. Premium formulation by LOreal. This mid-range product offers great value for money.,Lipstick,551,108,0,Beauty|LOreal|Lipstick
P03502,History of Smart Civilizations,Books,Pearson,140.0,3.7,Expand your horizons with History of Smart Civilizations. Available from Pearson publications. This budget-friendly product offers great value for money.,History,1496,434,0,Books|Pearson|History
P03503,OnePlus Wireless Earbuds Plus,Electronics,OnePlus,35540.0,3.8,OnePlus Wireless Earbuds Plus - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartphone,1536,407,10,Electronics|OnePlus|Smartphone
P03504,MTR Pro Biscuits Pack,Grocery,MTR,70.0,3.5,MTR Pro Biscuits Pack - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Rice,1060,482,5,Grocery|MTR|Rice
P03505,Britannia Plus Rice 50kg,Grocery,Britannia,760.0,3.2,Pure and natural Britannia Plus Rice 50kg by Britannia. Quality you can trust. This budget-friendly product offers great value for money.,Rice,970,151,15,Grocery|Britannia|Rice
P03506,Maybelline Eco Serum,Beauty,Maybelline,220.0,3.9,Enhance your beauty routine with Maybelline Eco Serum by Maybelline. Dermatologically tested. This budget-friendly product offers great value for money.,Serum,254,16,0,Beauty|Maybelline|Serum
P03507,LOreal Max Perfume 65ml,Beauty,LOreal,1870.0,4.1,LOreal Max Perfume 65ml - Your secret to radiant skin. Premium formulation by LOreal. This mid-range product offers great value for money.,Perfume,1714,132,0,Beauty|LOreal|Perfume
P03508,LG Plus Pressure Cooker 256L,Home & Kitchen,LG,13070.0,4.0,LG Plus Pressure Cooker 256L - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Microwave,1457,147,0,Home & Kitchen|LG|Microwave
P03509,Classic Self Help Guide,Books,HarperCollins,150.0,3.1,Dive into Classic Self Help Guide. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,Self Help,559,276,5,Books|HarperCollins|Self Help
P03510,"Oppo Smart TV 256"" Essential",Electronics,Oppo,7460.0,5.0,"Experience cutting-edge technology with Oppo Smart TV 256"" Essential. Features latest innovations from Oppo. This premium product offers great value for money.",TV,2091,231,5,Electronics|Oppo|TV
P03511,Learn Plus in 30 Days,Books,Penguin,150.0,5.0,Learn Plus in 30 Days - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,2009,313,0,Books|Penguin|Fiction
P03512,Puma Advanced Sneakers,Clothing,Puma,340.0,4.3,Puma Advanced Sneakers - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Sneakers,1011,414,0,Clothing|Puma|Sneakers
P03513,"Xiaomi Smart TV 32"" Gold",Electronics,Xiaomi,1510.0,4.4,"Experience cutting-edge technology with Xiaomi Smart TV 32"" Gold. Features latest innovations from Xiaomi. This mid-range product offers great value for money.",TV,229,365,0,Electronics|Xiaomi|TV
P03514,History of Pro Civilizations,Books,HarperCollins,150.0,4.0,Dive into History of Pro Civilizations. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,History,1643,227,0,Books|HarperCollins|History
P03515,Lego Plus Board Game,Toys,Lego,9840.0,4.1,Lego Plus Board Game - Fun for all ages. Quality entertainment by Lego. This premium product offers great value for money.,Board Game,643,138,0,Toys|Lego|Board Game
P03516,Nike Elite Polo Shirt,Clothing,Nike,810.0,2.7,Nike Elite Polo Shirt - Comfort meets fashion. Perfect for any occasion. This budget-friendly product offers great value for money.,Polo Shirt,556,435,0,Clothing|Nike|Polo Shirt
P03517,Yonex Pro Fitness Band,Sports,Yonex,4040.0,3.7,Yonex Pro Fitness Band - Engineered for athletes. Durable and high-performance. This mid-range product offers great value for money.,Fitness Band,755,398,0,Sports|Yonex|Fitness Band
P03518,OnePlus Wireless Earbuds Ultra,Electronics,OnePlus,1780.0,3.8,Upgrade your tech life with OnePlus Wireless Earbuds Ultra by OnePlus. Engineered for excellence. This mid-range product offers great value for money.,Smartphone,1730,210,0,Electronics|OnePlus|Smartphone
P03519,LOreal Advanced Face Wash,Beauty,LOreal,1310.0,5.0,Enhance your beauty routine with LOreal Advanced Face Wash by LOreal. Dermatologically tested. This mid-range product offers great value for money.,Face Wash,506,390,0,Beauty|LOreal|Face Wash
P03520,Bosch Elite Vacuum Cleaner,Home & Kitchen,Bosch,40950.0,3.6,Bosch Elite Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Vacuum Cleaner,1362,498,0,Home & Kitchen|Bosch|Vacuum Cleaner
P03521,The Silver Journey by Cambridge,Books,Cambridge,2380.0,5.0,Dive into The Silver Journey by Cambridge. An enriching read published by Cambridge. This mid-range product offers great value for money.,Fiction,666,27,0,Books|Cambridge|Fiction
P03522,Levis Premium Shorts,Clothing,Levis,1780.0,3.8,"Express yourself with Levis Premium Shorts from Levis. Trendy design, lasting comfort. This mid-range product offers great value for money.",T-Shirt,1827,50,0,Clothing|Levis|T-Shirt
P03523,Essential Science Fiction Novel,Books,Pearson,270.0,3.5,Expand your horizons with Essential Science Fiction Novel. Available from Pearson publications. This budget-friendly product offers great value for money.,Fiction,1274,490,5,Books|Pearson|Fiction
P03524,Tata Silver Flour 256kg,Grocery,Tata,240.0,2.7,Tata Silver Flour 256kg - Goodness in every bite. Premium selection from Tata. This budget-friendly product offers great value for money.,Flour,517,441,0,Grocery|Tata|Flour
P03525,Tata Royal Spices Combo,Grocery,Tata,310.0,4.0,Pure and natural Tata Royal Spices Combo by Tata. Quality you can trust. This budget-friendly product offers great value for money.,Spices,949,260,0,Grocery|Tata|Spices
P03526,Havells Plus Water Purifier,Home & Kitchen,Havells,22080.0,3.3,Havells Plus Water Purifier - Making your daily chores effortless. Energy efficient and durable. This premium product offers great value for money.,Water Purifier,832,260,10,Home & Kitchen|Havells|Water Purifier
P03527,Van Heusen Elite Sneakers,Clothing,Van Heusen,850.0,2.8,"Express yourself with Van Heusen Elite Sneakers from Van Heusen. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",Sneakers,543,349,0,Clothing|Van Heusen|Sneakers
P03528,Wilson Plus Tennis Racket,Sports,Wilson,10500.0,4.3,Elevate your game with Wilson Plus Tennis Racket by Wilson. Professional grade quality. This premium product offers great value for money.,Tennis Racket,1152,351,0,Sports|Wilson|Tennis Racket
P03529,Samsung Power Bank 16mAh,Electronics,Samsung,2340.0,4.1,Samsung Power Bank 16mAh - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.,Power Bank,437,7,0,Electronics|Samsung|Power Bank
P03530,OnePlus Wireless Earbuds Pro,Electronics,OnePlus,1440.0,4.1,Upgrade your tech life with OnePlus Wireless Earbuds Pro by OnePlus. Engineered for excellence. This mid-range product offers great value for money.,Smartphone,741,319,0,Electronics|OnePlus|Smartphone
P03531,Hot Wheels Royal Doll House,Toys,Hot Wheels,670.0,3.8,Hot Wheels Royal Doll House - Fun for all ages. Quality entertainment by Hot Wheels. This budget-friendly product offers great value for money.,Doll House,1563,137,0,Toys|Hot Wheels|Doll House
P03532,Tata Lite Rice 55kg,Grocery,Tata,1680.0,3.4,Pure and natural Tata Lite Rice 55kg by Tata. Quality you can trust. This mid-range product offers great value for money.,Rice,1172,37,0,Grocery|Tata|Rice
P03533,Lego Pro Musical Toy,Toys,Lego,1180.0,3.1,Create happy memories with Lego Pro Musical Toy. Trusted toy from Lego. This mid-range product offers great value for money.,Musical Toy,1235,110,5,Toys|Lego|Musical Toy
P03534,Apple Smartphone Elite 128GB,Electronics,Apple,6730.0,4.9,Apple Smartphone Elite 128GB - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartphone,1528,479,0,Electronics|Apple|Smartphone
P03535,Nike Ultra Jacket,Clothing,Nike,420.0,4.3,"Express yourself with Nike Ultra Jacket from Nike. Trendy design, lasting comfort. This budget-friendly product offers great value for money.",Jacket,1437,367,0,Clothing|Nike|Jacket
P03536,Levis Essential T-Shirt,Clothing,Levis,3490.0,4.5,"Express yourself with Levis Essential T-Shirt from Levis. Trendy design, lasting comfort. This mid-range product offers great value for money.",T-Shirt,1020,219,15,Clothing|Levis|T-Shirt
P03537,Van Heusen Basic Jacket,Clothing,Van Heusen,1370.0,3.7,Step out in style with Van Heusen Basic Jacket. Made with premium quality fabric by Van Heusen. This mid-range product offers great value for money.,Jacket,1436,336,0,Clothing|Van Heusen|Jacket
P03538,Hot Wheels Basic Art Set,Toys,Hot Wheels,2600.0,3.3,Hot Wheels Basic Art Set - Fun for all ages. Quality entertainment by Hot Wheels. This mid-range product offers great value for money.,Art Set,968,222,0,Toys|Hot Wheels|Art Set
P03539,Zara Pro Hoodie,Clothing,Zara,1300.0,3.2,"Express yourself with Zara Pro Hoodie from Zara. Trendy design, lasting comfort. This mid-range product offers great value for money.",Hoodie,1362,135,0,Clothing|Zara|Hoodie
P03540,Realme Smartwatch Eco Edition,Electronics,Realme,4590.0,3.9,Upgrade your tech life with Realme Smartwatch Eco Edition by Realme. Engineered for excellence. This mid-range product offers great value for money.,Smartwatch,428,255,0,Electronics|Realme|Smartwatch
P03541,IFB Max Induction Cooktop,Home & Kitchen,IFB,6190.0,3.3,Transform your kitchen with IFB Max Induction Cooktop. Reliable performance by IFB. This premium product offers great value for money.,Microwave,877,359,0,Home & Kitchen|IFB|Microwave
P03542,Oppo Wireless Earbuds Silver,Electronics,Oppo,11720.0,2.6,Experience cutting-edge technology with Oppo Wireless Earbuds Silver. Features latest innovations from Oppo. This premium product offers great value for money.,Smartphone,850,408,25,Electronics|Oppo|Smartphone
P03543,H&M Ultra Polo Shirt,Clothing,H&M,4010.0,4.2,Step out in style with H&M Ultra Polo Shirt. Made with premium quality fabric by H&M. This mid-range product offers great value for money.,Polo Shirt,1941,328,0,Clothing|H&M|Polo Shirt
P03544,Nestle Royal Flour 128kg,Grocery,Nestle,240.0,4.5,Pure and natural Nestle Royal Flour 128kg by Nestle. Quality you can trust. This budget-friendly product offers great value for money.,Flour,1162,449,0,Grocery|Nestle|Flour
P03545,MTR Premium Cooking Oil 1000L,Grocery,MTR,630.0,3.4,Pure and natural MTR Premium Cooking Oil 1000L by MTR. Quality you can trust. This budget-friendly product offers great value for money.,Cooking Oil,1434,462,10,Grocery|MTR|Cooking Oil
P03546,Realme Camera Gold 1000MP,Electronics,Realme,7180.0,2.8,Upgrade your tech life with Realme Camera Gold 1000MP by Realme. Engineered for excellence. This premium product offers great value for money.,Camera,493,433,0,Electronics|Realme|Camera
P03547,Nike Neo Dumbbell Set 128kg,Sports,Nike,16640.0,3.9,Train like a pro with Nike Neo Dumbbell Set 128kg. Premium sports gear from Nike. This premium product offers great value for money.,Dumbbell Set,1861,450,0,Sports|Nike|Dumbbell Set
P03548,Complete Elite Reference,Books,Oxford,180.0,3.7,Complete Elite Reference - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,1564,48,10,Books|Oxford|Fiction
P03549,Britannia Pro Chocolate Pack,Grocery,Britannia,630.0,3.6,Britannia Pro Chocolate Pack - Goodness in every bite. Premium selection from Britannia. This budget-friendly product offers great value for money.,Chocolate,1625,291,0,Grocery|Britannia|Chocolate
P03550,Fisher-Price Elite Doll House,Toys,Fisher-Price,7240.0,4.1,Fisher-Price Elite Doll House - Fun for all ages. Quality entertainment by Fisher-Price. This premium product offers great value for money.,Doll House,1843,381,0,Toys|Fisher-Price|Doll House
P03551,Tata Royal Coffee 128g,Grocery,Tata,40.0,3.9,Tata Royal Coffee 128g - Goodness in every bite. Premium selection from Tata. This budget-friendly product offers great value for money.,Rice,804,323,0,Grocery|Tata|Rice
P03552,Lego Neo Doll House,Toys,Lego,190.0,4.1,Spark imagination with Lego Neo Doll House from Lego. Safe and educational. This budget-friendly product offers great value for money.,Doll House,1462,77,0,Toys|Lego|Doll House
P03553,Maybelline Deluxe Lipstick Set,Beauty,Maybelline,870.0,3.9,Discover the magic of Maybelline Deluxe Lipstick Set. Trusted skincare from Maybelline. This budget-friendly product offers great value for money.,Lipstick,1403,104,0,Beauty|Maybelline|Lipstick
P03554,Nestle Ultra Chocolate Pack,Grocery,Nestle,40.0,3.3,Healthy living starts with Nestle Ultra Chocolate Pack. Fresh quality from Nestle. This budget-friendly product offers great value for money.,Chocolate,338,168,0,Grocery|Nestle|Chocolate
P03555,Sony Smartwatch Deluxe Edition,Electronics,Sony,5430.0,3.3,Sony Smartwatch Deluxe Edition - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.,Smartwatch,1541,216,5,Electronics|Sony|Smartwatch
P03556,Decathlon Plus Yoga Mat,Sports,Decathlon,250.0,3.8,Train like a pro with Decathlon Plus Yoga Mat. Premium sports gear from Decathlon. This budget-friendly product offers great value for money.,Yoga Mat,464,377,0,Sports|Decathlon|Yoga Mat
P03557,Amul Premium Cooking Oil 55L,Grocery,Amul,500.0,4.4,Pure and natural Amul Premium Cooking Oil 55L by Amul. Quality you can trust. This budget-friendly product offers great value for money.,Cooking Oil,861,118,0,Grocery|Amul|Cooking Oil
P03558,Van Heusen Basic Polo Shirt,Clothing,Van Heusen,390.0,3.9,Step out in style with Van Heusen Basic Polo Shirt. Made with premium quality fabric by Van Heusen. This budget-friendly product offers great value for money.,Polo Shirt,436,189,0,Clothing|Van Heusen|Polo Shirt
P03559,IFB Neo Air Fryer,Home & Kitchen,IFB,42630.0,3.4,Bring home IFB Neo Air Fryer by IFB. Built for modern households. This premium product offers great value for money.,Air Fryer,658,254,0,Home & Kitchen|IFB|Air Fryer
P03560,Haldirams Premium Biscuits Pack,Grocery,Haldirams,270.0,3.9,Pure and natural Haldirams Premium Biscuits Pack by Haldirams. Quality you can trust. This budget-friendly product offers great value for money.,Rice,820,369,25,Grocery|Haldirams|Rice
P03561,Garnier Ultra Face Cream,Beauty,Garnier,190.0,4.0,Garnier Ultra Face Cream - Your secret to radiant skin. Premium formulation by Garnier. This budget-friendly product offers great value for money.,Lipstick,439,265,0,Beauty|Garnier|Lipstick
P03562,Puma Pro Running Shoes,Sports,Puma,530.0,3.3,Puma Pro Running Shoes - Engineered for athletes. Durable and high-performance. This budget-friendly product offers great value for money.,Running Shoes,539,148,0,Sports|Puma|Running Shoes
P03563,Samsung Camera Basic 64MP,Electronics,Samsung,4290.0,5.0,Upgrade your tech life with Samsung Camera Basic 64MP by Samsung. Engineered for excellence. This mid-range product offers great value for money.,Camera,1779,163,0,Electronics|Samsung|Camera
P03564,Amul Plus Honey 1000g,Grocery,Amul,170.0,4.4,Healthy living starts with Amul Plus Honey 1000g. Fresh quality from Amul. This budget-friendly product offers great value for money.,Honey,1640,139,20,Grocery|Amul|Honey
P03565,Nestle Eco Rice 16kg,Grocery,Nestle,40.0,3.7,Nestle Eco Rice 16kg - Goodness in every bite. Premium selection from Nestle. This budget-friendly product offers great value for money.,Rice,474,346,0,Grocery|Nestle|Rice
P03566,The Art of Advanced Living,Books,Penguin,240.0,5.0,Expand your horizons with The Art of Advanced Living. Available from Penguin publications. This budget-friendly product offers great value for money.,Fiction,2342,487,0,Books|Penguin|Fiction
P03567,The Premium Journey by Pearson,Books,Pearson,760.0,4.0,Expand your horizons with The Premium Journey by Pearson. Available from Pearson publications. This budget-friendly product offers great value for money.,Fiction,995,257,0,Books|Pearson|Fiction
P03568,H&M Smart Jacket,Clothing,H&M,11940.0,4.0,"Express yourself with H&M Smart Jacket from H&M. Trendy design, lasting comfort. This premium product offers great value for money.",Jacket,1056,373,0,Clothing|H&M|Jacket
P03569,Dove Premium Perfume 750ml,Beauty,Dove,320.0,4.8,Discover the magic of Dove Premium Perfume 750ml. Trusted skincare from Dove. This budget-friendly product offers great value for money.,Perfume,804,268,0,Beauty|Dove|Perfume
P03570,Lakme Royal Body Lotion,Beauty,Lakme,730.0,4.4,Lakme Royal Body Lotion - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Lipstick,1397,180,20,Beauty|Lakme|Lipstick
P03571,Fisher-Price Deluxe Board Game,Toys,Fisher-Price,8440.0,4.1,Fisher-Price Deluxe Board Game - Fun for all ages. Quality entertainment by Fisher-Price. This premium product offers great value for money.,Board Game,989,159,0,Toys|Fisher-Price|Board Game
P03572,Deluxe Programming Guide,Books,Scholastic,700.0,3.5,Deluxe Programming Guide - A must-read for every book lover. Thought-provoking content. This budget-friendly product offers great value for money.,Fiction,1041,350,0,Books|Scholastic|Fiction
P03573,Bajaj Ultra Vacuum Cleaner,Home & Kitchen,Bajaj,720.0,3.8,Bajaj Ultra Vacuum Cleaner - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Vacuum Cleaner,570,399,0,Home & Kitchen|Bajaj|Vacuum Cleaner
P03574,Lego Max Building Blocks Set,Toys,Lego,290.0,3.7,Spark imagination with Lego Max Building Blocks Set from Lego. Safe and educational. This budget-friendly product offers great value for money.,Building Blocks,1181,287,0,Toys|Lego|Building Blocks
P03575,"Sony Smart TV 8"" Advanced",Electronics,Sony,5400.0,3.8,"Sony Smart TV 8"" Advanced - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.",TV,1491,287,15,Electronics|Sony|TV
P03576,Nerf Gold Art Set,Toys,Nerf,2180.0,5.0,Spark imagination with Nerf Gold Art Set from Nerf. Safe and educational. This mid-range product offers great value for money.,Art Set,2451,379,0,Toys|Nerf|Art Set
P03577,Nike Deluxe Badminton Racket,Sports,Nike,1950.0,4.4,Train like a pro with Nike Deluxe Badminton Racket. Premium sports gear from Nike. This mid-range product offers great value for money.,Running Shoes,1640,225,0,Sports|Nike|Running Shoes
P03578,"OnePlus Laptop Deluxe Series 55""",Electronics,OnePlus,4020.0,3.7,"Experience cutting-edge technology with OnePlus Laptop Deluxe Series 55"". Features latest innovations from OnePlus. This mid-range product offers great value for money.",Laptop,1506,10,0,Electronics|OnePlus|Laptop
P03579,"Xiaomi Laptop Royal Series 500""",Electronics,Xiaomi,13040.0,4.1,"Xiaomi Laptop Royal Series 500"" - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.",Laptop,558,9,0,Electronics|Xiaomi|Laptop
P03580,Apple Wireless Earbuds Lite,Electronics,Apple,1720.0,3.8,Experience cutting-edge technology with Apple Wireless Earbuds Lite. Features latest innovations from Apple. This mid-range product offers great value for money.,Smartphone,1326,270,0,Electronics|Apple|Smartphone
P03581,MTR Advanced Cereal 128g,Grocery,MTR,670.0,3.8,MTR Advanced Cereal 128g - Goodness in every bite. Premium selection from MTR. This budget-friendly product offers great value for money.,Cereal,531,272,5,Grocery|MTR|Cereal
P03582,"Realme Smart TV 16"" Royal",Electronics,Realme,3850.0,2.6,"Realme Smart TV 16"" Royal - Perfect blend of style and performance. High-quality build with premium features. This mid-range product offers great value for money.",TV,1132,423,0,Electronics|Realme|TV
P03583,LG Smart Water Purifier,Home & Kitchen,LG,3500.0,4.1,LG Smart Water Purifier - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Water Purifier,795,401,0,Home & Kitchen|LG|Water Purifier
P03584,LOreal Premium Shampoo 32ml,Beauty,LOreal,3600.0,3.8,Enhance your beauty routine with LOreal Premium Shampoo 32ml by LOreal. Dermatologically tested. This mid-range product offers great value for money.,Lipstick,477,182,0,Beauty|LOreal|Lipstick
P03585,Garnier Ultra Makeup Kit,Beauty,Garnier,340.0,4.6,Discover the magic of Garnier Ultra Makeup Kit. Trusted skincare from Garnier. This budget-friendly product offers great value for money.,Makeup Kit,995,456,0,Beauty|Garnier|Makeup Kit
P03586,Hasbro Plus Remote Control Car,Toys,Hasbro,340.0,3.5,Spark imagination with Hasbro Plus Remote Control Car from Hasbro. Safe and educational. This budget-friendly product offers great value for money.,Remote Control Car,819,152,0,Toys|Hasbro|Remote Control Car
P03587,Tata Neo Rice 8kg,Grocery,Tata,1880.0,4.6,Pure and natural Tata Neo Rice 8kg by Tata. Quality you can trust. This mid-range product offers great value for money.,Rice,2076,487,0,Grocery|Tata|Rice
P03588,Adidas Pro Formal Shirt,Clothing,Adidas,1260.0,4.7,Step out in style with Adidas Pro Formal Shirt. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,Formal Shirt,454,314,0,Clothing|Adidas|Formal Shirt
P03589,Nerf Classic Educational Kit,Toys,Nerf,8510.0,2.8,Spark imagination with Nerf Classic Educational Kit from Nerf. Safe and educational. This premium product offers great value for money.,Educational Kit,875,333,0,Toys|Nerf|Educational Kit
P03590,Stories of Royal Adventures,Books,Pearson,2320.0,4.5,Stories of Royal Adventures - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,Fiction,2174,123,0,Books|Pearson|Fiction
P03591,Nike Gold Dress,Clothing,Nike,2710.0,4.4,"Express yourself with Nike Gold Dress from Nike. Trendy design, lasting comfort. This mid-range product offers great value for money.",Dress,239,472,0,Clothing|Nike|Dress
P03592,Adidas Ultra Track Pants,Clothing,Adidas,5770.0,3.8,Adidas Ultra Track Pants - Comfort meets fashion. Perfect for any occasion. This premium product offers great value for money.,T-Shirt,1182,113,0,Clothing|Adidas|T-Shirt
P03593,Nerf Ultra Outdoor Play Set,Toys,Nerf,2020.0,4.6,Create happy memories with Nerf Ultra Outdoor Play Set. Trusted toy from Nerf. This mid-range product offers great value for money.,Remote Control Car,788,277,0,Toys|Nerf|Remote Control Car
P03594,Amul Basic Cereal 55g,Grocery,Amul,280.0,4.5,Pure and natural Amul Basic Cereal 55g by Amul. Quality you can trust. This budget-friendly product offers great value for money.,Cereal,624,499,20,Grocery|Amul|Cereal
P03595,Lakme Plus Face Cream,Beauty,Lakme,520.0,3.9,Enhance your beauty routine with Lakme Plus Face Cream by Lakme. Dermatologically tested. This budget-friendly product offers great value for money.,Lipstick,1864,413,0,Beauty|Lakme|Lipstick
P03596,Lakme Elite Perfume 1000ml,Beauty,Lakme,310.0,2.8,Enhance your beauty routine with Lakme Elite Perfume 1000ml by Lakme. Dermatologically tested. This budget-friendly product offers great value for money.,Perfume,926,467,0,Beauty|Lakme|Perfume
P03597,Adidas Premium Dress,Clothing,Adidas,2100.0,3.6,Step out in style with Adidas Premium Dress. Made with premium quality fabric by Adidas. This mid-range product offers great value for money.,Dress,1330,212,30,Clothing|Adidas|Dress
P03598,History of Classic Civilizations,Books,HarperCollins,1830.0,4.5,Expand your horizons with History of Classic Civilizations. Available from HarperCollins publications. This mid-range product offers great value for money.,History,1260,171,20,Books|HarperCollins|History
P03599,OnePlus Tablet Gold 8GB,Electronics,OnePlus,2300.0,4.0,Upgrade your tech life with OnePlus Tablet Gold 8GB by OnePlus. Engineered for excellence. This mid-range product offers great value for money.,Tablet,1537,287,0,Electronics|OnePlus|Tablet
P03600,Reebok Essential Running Shoes,Sports,Reebok,15480.0,3.5,Reebok Essential Running Shoes - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Running Shoes,1188,434,0,Sports|Reebok|Running Shoes
P03601,Tata Deluxe Rice 750kg,Grocery,Tata,420.0,3.9,Healthy living starts with Tata Deluxe Rice 750kg. Fresh quality from Tata. This budget-friendly product offers great value for money.,Rice,1032,173,0,Grocery|Tata|Rice
P03602,The Lite Journey by Penguin,Books,Penguin,2140.0,3.9,The Lite Journey by Penguin - A must-read for every book lover. Thought-provoking content. This mid-range product offers great value for money.,Fiction,1597,112,0,Books|Penguin|Fiction
P03603,Decathlon Essential Tennis Racket,Sports,Decathlon,16620.0,3.3,Decathlon Essential Tennis Racket - Engineered for athletes. Durable and high-performance. This premium product offers great value for money.,Tennis Racket,1172,375,0,Sports|Decathlon|Tennis Racket
P03604,Bajaj Smart Induction Cooktop,Home & Kitchen,Bajaj,520.0,3.5,Bajaj Smart Induction Cooktop - Making your daily chores effortless. Energy efficient and durable. This budget-friendly product offers great value for money.,Microwave,1026,404,10,Home & Kitchen|Bajaj|Microwave
P03605,The Body Shop Gold Face Cream,Beauty,The Body Shop,500.0,5.0,The Body Shop Gold Face Cream - Your secret to radiant skin. Premium formulation by The Body Shop. This budget-friendly product offers great value for money.,Lipstick,2068,482,0,Beauty|The Body Shop|Lipstick
P03606,"LG Smart TV 128"" Gold",Electronics,LG,23200.0,2.1,"LG Smart TV 128"" Gold - Perfect blend of style and performance. High-quality build with premium features. This premium product offers great value for money.",TV,605,121,0,Electronics|LG|TV
P03607,Tata Plus Chocolate Pack,Grocery,Tata,110.0,3.9,Healthy living starts with Tata Plus Chocolate Pack. Fresh quality from Tata. This budget-friendly product offers great value for money.,Chocolate,537,31,0,Grocery|Tata|Chocolate
P03608,Levis Advanced Hoodie,Clothing,Levis,7730.0,4.5,Step out in style with Levis Advanced Hoodie. Made with premium quality fabric by Levis. This premium product offers great value for money.,Hoodie,394,221,0,Clothing|Levis|Hoodie
P03609,Mattel Premium Remote Control Car,Toys,Mattel,7170.0,3.8,Spark imagination with Mattel Premium Remote Control Car from Mattel. Safe and educational. This premium product offers great value for money.,Remote Control Car,1347,118,0,Toys|Mattel|Remote Control Car
P03610,Gold Mystery Thriller,Books,HarperCollins,370.0,3.4,Dive into Gold Mystery Thriller. An enriching read published by HarperCollins. This budget-friendly product offers great value for money.,Fiction,233,38,0,Books|HarperCollins|Fiction
P03611,Nike Silver Shorts,Clothing,Nike,1950.0,3.6,Step out in style with Nike Silver Shorts. Made with premium quality fabric by Nike. This mid-range product offers great value for money.,T-Shirt,1738,496,10,Clothing|Nike|T-Shirt
P03612,Nike Premium Jeans,Clothing,Nike,12160.0,5.0,"Express yourself with Nike Premium Jeans from Nike. Trendy design, lasting comfort. This premium product offers great value for money.",Jeans,1153,267,0,Clothing|Nike|Jeans
P03613,Nerf Advanced Doll House,Toys,Nerf,240.0,4.3,Spark imagination with Nerf Advanced Doll House from Nerf. Safe and educational. This budget-friendly product offers great value for money.,Doll House,813,232,0,Toys|Nerf|Doll House
P03614,Bosch Eco Refrigerator 8L,Home & Kitchen,Bosch,1020.0,3.8,Bosch Eco Refrigerator 8L - Making your daily chores effortless. Energy efficient and durable. This mid-range product offers great value for money.,Microwave,256,430,0,Home & Kitchen|Bosch|Microwave
P03615,Lakme Essential Face Cream,Beauty,Lakme,530.0,3.8,Lakme Essential Face Cream - Your secret to radiant skin. Premium formulation by Lakme. This budget-friendly product offers great value for money.,Lipstick,752,17,0,Beauty|Lakme|Lipstick
P03616,Fisher-Price Advanced Outdoor Play Set,Toys,Fisher-Price,5970.0,4.0,Fisher-Price Advanced Outdoor Play Set - Fun for all ages. Quality entertainment by Fisher-Price. This premium product offers great value for money.,Remote Control Car,660,148,20,Toys|Fisher-Price|Remote Control Car
P03617,Dove Deluxe Sunscreen SPF16,Beauty,Dove,1230.0,3.2,Dove Deluxe Sunscreen SPF16 - Your secret to radiant skin. Premium formulation by Dove. This mid-range product offers great value for money.,Sunscreen,1261,396,0,Beauty|Dove|Sunscreen
P03618,LG Bluetooth Speaker Classic,Electronics,LG,74320.0,5.0,Experience cutting-edge technology with LG Bluetooth Speaker Classic. Features latest innovations from LG. This premium product offers great value for money.,Bluetooth Speaker,1432,148,0,Electronics|LG|Bluetooth Speaker
P03619,Patanjali Premium Honey 16g,Grocery,Patanjali,1030.0,5.0,Patanjali Premium Honey 16g - Goodness in every bite. Premium selection from Patanjali. This mid-range product offers great value for money.,Honey,938,125,0,Grocery|Patanjali|Honey
